name,price,product availability,product description,product service rating,number of reviews
"Процессор Intel Celeron G5925 BOX [LGA 1200, 2 x 3.6 ГГц, L2 - 0.5 МБ, L3 - 4 МБ, 2хDDR4-2666 МГц, Intel UHD Graphics 610, TDP 58 Вт, кулер]","4 499 ₽","Товара нет в наличии","3.6-гигагерцовый 2-ядерный процессор Intel Celeron G5925 BOX способен проявить свою эффективность в составе системного блока офисного класса. С успехом эксплуатировать такой компьютер можно и дома. Установка видеоадаптера не является обязательной: процессор имеет интегрированное видеоядро Intel UHD Graphics 610.  TDP процессора Intel Celeron G5925 BOX – 58 Вт. Охлаждение модели обеспечивает комплектный кулер, преимуществом которого является незначительная высота. У вас будет возможность использовать компактный корпус.  Процессор совместим с памятью DDR4, объем которой может достигать 128 ГБ. Гарантируется совместимость с модулями, функционирующими на частоте от 1600 до 2666 МГц. Память ECC не поддерживается.","99,16%","33"
"Процессор Intel Core i5-12400F BOX [LGA 1700, 6 x 2.5 ГГц, L2 - 7.5 МБ, L3 - 18 МБ, 2хDDR4, DDR5-4800 МГц, TDP 117 Вт, кулер]","13 599 ₽","Товара нет в наличии","Процессор Intel Core i5-12400F – чип со сбалансированной производительностью. Можно использовать его для создания различных сборок. При изготовлении применялся технологический процесс 10 нм. Он позволяет добиться небольшого потребления энергии и тепловыделения. Процессор выполнен с применением архитектуры Alder Lake. Она позволила поднять производительность в сравнении с чипами прошлого поколения. Используется шесть ядер и двенадцать потоков для обработки информации.","99,34%","807"
"Процессор Intel Core i5-9400F OEM [LGA 1151-v2, 6 x 2.9 ГГц, L2 - 1.5 МБ, L3 - 9 МБ, 2хDDR4-2666 МГц, TDP 65 Вт]","12 599 ₽","Товара нет в наличии","Процессор Intel Core i5-9400F OEM очень популярен. Это неудивительно, ведь данное устройство способно эффективно работать в составе почти любых компьютеров. Производительность процессора достаточна для решения подавляющего большинства задач. Базовая частота модели – 2900 МГц. Максимальная частота в турборежиме – 4100 МГц. Во многом быстродействие процессора обусловлено значительным (9 МБ) объемом кеш-памяти третьего уровня. Количество ядер – 6.  Процессор Intel Core i5-9400F OEM не имеет интегрированного графического ядра. Вам потребуется приобрести видеокарту. Тип совместимой памяти – DDR4. Процессор может «сосуществовать» с памятью, объем которой может достигать 128 ГБ, а максимальная частота равна 2666 МГц.  OEM-комплектация процессора означает, что вам потребуется кулер. При выборе данного устройства нужно будет учитывать показатель TDP модели, равный 65 Вт. Максимально допустимая температура процессора равна 100 °C.","98,70%","54"
"Процессор Intel Core i5-12400T OEM [LGA 1700, 6 x 1.8 ГГц, L2 - 7.5 МБ, L3 - 18 МБ, 2хDDR4, DDR5-4800 МГц, Intel UHD Graphics 730, TDP 74 Вт]","20 699 ₽","Товара нет в наличии","Процессор Intel Core i5-12400T отличается высокой производительностью и может стать отличным решением для игровых и рабочих систем любого класса. Данная модель разработана на базе микроархитектуры Alder Lake и выполнена по техпроцессу 7 нм, благодаря чему процессор отличается высокой технологичностью. Для его монтажа на материнскую плату используется сокет LGA 1700.","Not found","1"
"Процессор Intel Celeron G5900 OEM [LGA 1200, 2 x 3.4 ГГц, L2 - 0.5 МБ, L3 - 2 МБ, 2хDDR4-2666 МГц, Intel UHD Graphics 610, TDP 58 Вт]","2 850 ₽","В магазинах: 20 февраля (ПН)","Процессор Intel Celeron G5900 OEM станет отличным выбором для офисных и домашних систем и позволит эффективно решать различные базовые задачи. Модель соответствует 10-му поколению, выполнена на основе архитектуры Comet Lake-S и использует техпроцесс 14 нм, наименьшее значение которого положительно влияет на вычислительную мощность. Для установки на материнские платы используется сокет LGA 1200.  Процессор Intel Celeron G5900 OEM использует 2 физических ядра и 2 виртуальных потока. Благодаря этому, а также объемному кэшу разных уровней и рабочей частоте 3400 МГц обеспечивается высокая производительность и возможность решать различные простые задачи с наименьшими затратами времени. Графическая подсистема представлена чипом Intel UHD Graphics 610, который позволит комфортно просматривать фото и видео высокой четкости, а также работать в сети Интернет. Модель поддерживает до 128 ГБ оперативной памяти типа DDR4 с максимальной частотой до 2666 МГц. Встроенный контроллер PCI-E соответствует версии 3.0.  Процессор Intel Celeron G5900 OEM имеет тепловыделение 58 Вт. Максимальная температура при пиковой производительности может достигать 100°C. Для рассеивания мощности может использоваться как комплектный вентилятор, так и сторонние воздушные и водяные системы охлаждения.","95,81%","12"
"Процессор AMD Ryzen Threadripper 2920X BOX [TR4, 12 x 3.5 ГГц, L2 - 6 МБ, L3 - 32 МБ, 4хDDR4-2933 МГц, TDP 180 Вт]","21 199 ₽","Товара нет в наличии","Процессор AMD Ryzen Threadripper 2920X BOX - 12-ядерная модель с сокетом TR4, которая характеризуется базовой тактовой частотой 3500 МГц и поддерживает увеличение частоты до 4300 МГц по технологии Precision Boost 2. Он рассчитан на эксплуатацию с четырехканальной оперативной памятью DDR4, имеющей тактовую частоту до 2933 МГц и наибольший объем 2048 ГБ. ЦПУ не оборудовано интегрированным графическим ядром.  Производительный центральный процессор AMD Ryzen Threadripper 2920X поставляется в комплектации BOX и характеризуется наибольшей рабочей температурой 68 °C, наибольшим тепловыделением на уровне 180 Вт. Вам стоит учитывать эти особенности модели при выборе системы охлаждения для данного ЦПУ, оптимального для мощной игровой сборки.","98,86%","3"
"Процессор Intel Pentium Gold G5420 OEM [LGA 1151-v2, 2 x 3.8 ГГц, L2 - 0.5 МБ, L3 - 4 МБ, 2хDDR4-2400 МГц, Intel UHD Graphics 610, TDP 54 Вт]","6 499 ₽","Товара нет в наличии","Процессор Intel Pentium Gold G5420 OEM – вычислительное устройство от производителя, качество и эффективность продукции которого не нуждаются в каких-либо комментариях. Модель предназначена для комплектации компьютеров начального и среднего уровня. Возможности процессора достаточны для обеспечения функционирования любых типовых программ (например – текстовых редакторов или интернет-браузеров). Тип поставки устройства – OEM. Это значит, что кулера в комплекте нет. Выбор системы охлаждения остается за пользователем. Рассеиваемая мощность кулера должна превышать TDP процессора, равную 54 Вт.  Процессор Intel Pentium Gold G5420 OEM базируется на архитектуре Coffee Lake. Техпроцесс – 14 нм. Процессор, имеющий фиксированный множитель (38) работает на частоте 3800 МГц. Объем кеш-памяти L3 равен 4 МБ. Объем кеш-памяти L2 – 512 КБ. Главной особенностью процессора является наличие интегрированного графического ядра Intel UHD Graphics 610. Встроенная графика порадует вас низким энергопотреблением и уровнем производительности, достаточным для реализации базовых мультимедиа-функций системы.","99,68%","296"
"Процессор AMD Ryzen 5 3600X OEM [AM4, 6 x 3.8 ГГц, L2 - 3 МБ, L3 - 32 МБ, 2хDDR4-3200 МГц, TDP 95 Вт]","12 999 ₽","Товара нет в наличии","Шестиядерный процессор AMD Ryzen 5 3600X OEM – отличный вариант для комплектации игрового компьютера. Перед вами – модель экстра-класса, возможности которой достаточны для эффективного использования игр, насыщенных высокодетализированной графикой. Базовая частота устройства – 3800 МГц. В турборежиме частота возрастает до 4400 МГц. Процессор имеет свободный множитель. Графическое ядро отсутствует. Это неудивительно: модель рассчитана на совместную работу с мощным дискретным видеоадаптером.  Процессор AMD Ryzen 5 3600X OEM оснащен 32-мегабайтной кеш-памятью L3. Объем кеш-памяти L2 – 3 МБ. Тип совместимой памяти – DDR4. Максимально допустимый объем памяти равен 128 ГБ.  Комплектация процессора – OEM. Это значит, что системы охлаждения в комплекте нет. Выбор кулера зависит от показателя TDP, равного 95 Вт. В ходе эксплуатации температура процессора может достигать 95 °C.","98,63%","852"
"Процессор Intel Core i3-12300 OEM [LGA 1700, 4 x 3.5 ГГц, L2 - 5 МБ, L3 - 12 МБ, 2хDDR4, DDR5-4800 МГц, Intel UHD Graphics 730, TDP 89 Вт]","10 999 ₽","Товара нет в наличии","Процессор Intel Core i3-12300 OEM подходит для использования в ходе сборки универсального домашнего или офисного компьютера, подходящего для работы, учебы и мультимедиа-развлечений. Устройство, принадлежащее к 12-му поколению, имеет 4 производительных ядра. Базовая частота процессора составляет 3.5 ГГц. Максимальная частота в турборежиме заметно выше – 4.4 ГГц. Высокую эффективность процессора помогает обеспечивать значительный объем кеш-памяти. Объем кеша второго уровня равен 5 МБ, а третьего – 12 МБ.  Процессор Intel Core i3-12300 OEM не укомплектован вентилятором. Выбор системы охлаждения осуществляется пользователем с учетом показателя TDP, составляющего 89 Вт. Интегрированное графическое ядро Intel UHD Graphics 730, входящее в оснащение процессора, позволяет отказаться от использования видеокарты. При этом ничто не мешает вам оснастить компьютер видеоадаптером позже.  Процессор совместим с оперативной памятью DDR4 и DDR5. Максимально допустимая частота ОЗУ (для DDR5) равна 4800 МГц. Предельный объем оперативной памяти составляет 128 ГБ.","100%","13"
"Процессор Intel Core i3-10100T OEM [LGA 1200, 4 x 3 ГГц, L2 - 1 МБ, L3 - 6 МБ, 2хDDR4-2666 МГц, Intel UHD Graphics 630, TDP 35 Вт]","9 999 ₽","Товара нет в наличии","Базирующийся на архитектуре Comet Lake процессор Intel Core i3-10100T имеет 4 ядра. Базовая частота составляет 3000 МГц. Максимальная частота в турборежиме – 3800 МГц. Объем кеш-памяти второго уровня – 1 МБ. Кеш L3 имеет объем 6 МБ.  Уровень производительности процессора Intel Core i3-10100T достаточен для эффективного функционирования компьютера офисного класса. Модель совместима с памятью DDR4, объем которой может достигать 128 ГБ. Особенностью устройства является наличие графического ядра Intel UHD Graphics 630. Вам не нужно будет приобретать видеоадаптер. Выбор и приобретение кулера, напротив, потребуются, так как устройства охлаждения в комплекте нет. Используемый для установки процессора сокет – LGA 1200.","Not found","1"
"Процессор Intel Core i3-9100 BOX [LGA 1151-v2, 4 x 3.6 ГГц, L2 - 1 МБ, L3 - 6 МБ, 2хDDR4-2400 МГц, Intel UHD Graphics 630, TDP 65 Вт, кулер]","9 999 ₽","Товара нет в наличии","Процессор Intel Core i3-9100 BOX относится к младшей линейке вычислителей и представляет собой сбалансированное решение, которое отлично подойдет для использования в домашних или офисных системах со средним уровнем производительности. Данная модель использует архитектуру Coffee Lake R и разработана по техпроцессу 14 нм. Установка на материнскую плату осуществляется при помощи сокета LGA 1151-v2.  Процессор Intel Core i3-9100 BOX оснащен 4 ядрами и 4 потоками и может работать на частотах от 3.6 ГГц до 4.2 ГГц, что вкупе с объемными кэшами разных уровней обеспечит высокое быстродействие в различных сценариях использования. Графическая подсистема представлена интегрированным чипом Intel UHD Graphics 630, работающим на частоте 1.1 ГГц, что хватит для комфортной работы с офисными приложениями, а также несложной обработки фото и видео. Помимо этого процессор отличается поддержкой оперативной памяти типа DDR4 ECC максимальным объемом 64 Гб при частоте до 2400 МГц. Встроенный контроллер PCI-E соответствует версии 3.0 и поддерживает до 16 линий.  Процессор Intel Core i3-9100 BOX имеет тепловыделение 65 Вт, что подойдет для сборок в компактном корпусе. Максимальная рабочая температура может достигать 100°C. Комплект поставки включает в себя небольшой вентилятор.","99,69%","43"
"Процессор AMD Athlon PRO 300GE OEM [AM4, 2 x 3400 МГц, 0 ГГц, L2 - 1 МБ, L3 - 4 МБ, 2хDDR4-2667 МГц, AMD Radeon Vega 3, TDP 35 Вт]","5 399 ₽","Товара нет в наличии","Процессор начального уровня, который создавала компания AMD, для пользователей, которые ценят высокую скорость реагирования и встроенную видеокарту Radeon Vega 3 с передовой архитектурой процессора, которая нужна, чтобы воспользоваться преимуществами апгрейда графических карт.  Бесперебойный серфинг в Интернете, трансляции потокового видео без зависания изображения и воспроизведение в высоком разрешении 720p самых популярных игр для энтузиастов киберспорта.","100%","1"
"Процессор AMD Ryzen 5 3500X OEM [AM4, 6 x 3.6 ГГц, L2 - 3 МБ, L3 - 32 МБ, 2хDDR4-3200 МГц, TDP 65 Вт]","8 999 ₽","Товара нет в наличии","Процессор AMD Ryzen 5 3500X OEM может быть полезен при комплектации игрового компьютера высокого класса. Вычислительное устройство способно проявить свою эффективность и в составе производительной рабочей станции. Базовая частота процессора равна 3600 МГц. Наибольшая частота в турборежиме – 4100 МГц. Одним из преимуществ модели является значительный (32 МБ) объем кеш-памяти L3.  Процессор AMD Ryzen 5 3500X OEM не имеет встроенного графического ядра. Это легко объяснить, ведь эксплуатация устройства подразумевается совместно с мощной видеокартой (или несколькими видеокартами). Системы охлаждения в комплекте нет. Выбрать кулер вы сможете, основываясь на личных предпочтениях. В процессе выбора нужно учитывать показатель TDP процессора, составляющий 65 Вт. Максимально поддерживаемый объем памяти – 128 ГБ. Процессор имеет поддержку ECC.","98,56%","819"
"Процессор AMD PRO A10-9700E OEM [AM4, 4 x 3 ГГц, L2 - 2 МБ, 2хDDR4-2400 МГц, AMD Radeon R7, TDP 35 Вт]","4 599 ₽","Товара нет в наличии","4-ядерный процессор AMD PRO A10-9700E OEM не комплектуется системой охлаждения: свобода ее выбора предоставлена пользователю. Процессор отличается крайне низким тепловыделением: его уровень оценивается в 35 Вт. При этом корпус устройства может нагреваться до значительной температуры: ее допустимый максимум равен 90 °C.  Процессор AMD PRO A10-9700E [AD970BAHM44AB] имеет базовую частоту, которая равна 3000 МГц. В турборежиме частота может достигать 3500 МГц. Процессор совместим с памятью DDR4. Есть возможность установить до 64 ГБ памяти. Важнейшей особенностью модели является наличие графического ядра Radeon R7 с максимальной частотой 847 МГц. Возможностей встроенной графики хватит на «обслуживание» большого количества игр. Процессор также с легкостью справится с повседневными задачами подавляющего большинства пользователей.","100%","3"
"Процессор AMD Ryzen 3 3200G OEM [AM4, 4 x 3.6 ГГц, L2 - 2 МБ, L3 - 4 МБ, 2хDDR4-2933 МГц, AMD Radeon Vega 8, TDP 65 Вт]","8 999 ₽","Товара нет в наличии","4-ядерный процессор AMD Ryzen 3 3200G OEM поставляется без системы охлаждения, поэтому выбрать кулер вы сможете самостоятельно. Базовая частота процессора, базирующегося на архитектуре Zen+, равна 3600 МГц. В турборежиме частота на 400 МГц выше – 4000 МГц. Модель подойдет для использования в составе игровой системы или производительного универсального компьютера. Общий объем кэш-памяти второго и третьего уровней равен 6 МБ. Кэш L3 вдвое объемнее своего «собрата». Процессор монтируется в сокет AM4.  Процессор AMD Ryzen 3 3200G OEM имеет интегрированное графическое ядро Radeon Vega 8, максимальная частота которого составляет 1250 МГц. Вы сможете задействовать до 64 ГБ памяти. Максимально допустимая частота памяти равна 2933 МГц. Показатель TDP процессора, непосредственно влияющий на параметры используемого кулера, равен 65 Вт. Максимальная температура процессора составляет 95 °C.","99,48%","29"
"Процессор AMD Ryzen 3 PRO 3200G OEM [AM4, 4 x 3.6 ГГц, L2 - 2 МБ, L3 - 4 МБ, 2хDDR4-2933 МГц, AMD Radeon Vega 8, TDP 65 Вт]","8 199 ₽","Товара нет в наличии","Процессор AMD Ryzen 3 PRO 3200G OEM снабжается интегрированным видеоядром Radeon Vega 8, что позволит обойтись в сборке начального уровня без дискретного видеопроцессора. Оптимальное для использования в мощной домашней станции или игровом ПК ЦПУ характеризуется базовой частотой 3600 МГц, которая при работе в турбо-режиме может быть повышена до 4000 МГц. Разгон процессора производится в соответствии с технологией Precision Boost. Тепловыделение модели находится в пределах 65 Вт, поэтому для обеспечения ей нормального температурного режима вам не потребуется громоздкий и мощный кулер.  Поставляемый без системы охлаждения процессор AMD Ryzen 3 PRO 3200G OEM с сокетом AM4 поддерживает работу с памятью DDR4. Наибольший совокупный объем оперативной памяти системы, рассчитанной на работу с тактовой частотой 1600-2933 МГц, может равняться 64 ГБ. В процессоре реализована технология энергосбережения Pure Power.","99,37%","136"
"Процессор AMD Athlon Gold 3150G OEM [AM4, 4 x 3.5 ГГц, L2 - 2 МБ, L3 - 4 МБ, 2хDDR4-2933 МГц, AMD Radeon Vega 3, TDP 65 Вт]","7 399 ₽","Товара нет в наличии","Процессор AMD Athlon Gold 3150G отличается высокой производительностью и станет отличным выбором для домашних и офисных систем. Данная модель использует в своей основе архитектуру Picasso и выполнена по техпроцессу 12 нм. Для установки на материнские платы используется сокет AM4.  Процессор AMD Athlon Gold 3150G работает на базе 4 ядер и 4 физических потоков. Рабочая частота чипа составляет до 3900 МГц, что вкупе со свободным множителем позволит достичь максимальной производительности и быстродействия. В качестве интегрированной графики используется Radeon Vega 3, благодаря которой вы сможете запускать различные игры на средних и высоких настройках, а также работать с фото и видео. Максимальный объем оперативной памяти типа DDR4 может достигать 128 ГБ с частотой до 2933 МГц.  Процессор AMD Athlon Gold 3150G имеет тепловыделение 45-65 Вт. При этом максимальная рабочая температура может составлять 95°C. Данная модель поставляется без вентилятора, что открывает широкие возможности для выбора эффективной системы охлаждения.","Not found","3"
"Процессор AMD Athlon Gold 3150GE OEM [AM4, 4 x 3.3 ГГц, L2 - 2 МБ, L3 - 4 МБ, 2хDDR4-2933 МГц, AMD Radeon Vega 3, TDP 35 Вт]","7 399 ₽","Товара нет в наличии","Процессор AMD Athlon Gold 3150GE отличается высокой производительностью и станет отличным выбором для домашних и офисных систем. Данная модель использует в своей основе архитектуру Picasso и выполнена по техпроцессу 12 нм. Для установки на материнские платы используется сокет AM4.  Процессор AMD Athlon Gold 3150GE работает на базе 4 ядер и 4 физических потоков. Рабочая частота чипа составляет до 3800 МГц, что вкупе со свободным множителем позволит достичь максимальной производительности и быстродействия. В качестве интегрированной графики используется Radeon Vega 3, благодаря которой вы сможете запускать различные игры на средних и высоких настройках, а также работать с фото и видео. Максимальный объем оперативной памяти типа DDR4 может достигать 128 ГБ с частотой до 2933 МГц.  Процессор AMD Athlon Gold 3150GE имеет тепловыделение 35 Вт. При этом максимальная рабочая температура может составлять 95°C. Данная модель поставляется без вентилятора, что открывает широкие возможности для выбора эффективной системы охлаждения.","Not found","3"
"Процессор Intel Pentium Gold G5420 BOX [LGA 1151-v2, 2 x 3.8 ГГц, L2 - 0.5 МБ, L3 - 4 МБ, 2хDDR4-2400 МГц, Intel UHD Graphics 610, TDP 54 Вт, кулер]","5 399 ₽","Товара нет в наличии","Процессор Intel Pentium Gold G5420 BOX подходит для комплектации компьютеров, которые преимущественно используются при работе с офисными программами. Вы сможете собрать исключительно надежную систему, одним из преимуществ которой будет невысокий уровень потребления энергии. Максимальное тепловыделение процессора – лишь 54 Вт. В комплектации устройства – компактный кулер, одной из особенностей которого является крайне незначительное энергопотребление.  Процессор Intel Pentium Gold G5420 BOX монтируется в сокет LGA 1151-v2. Ядер – два. Частота процессора – 3800 МГц. Модель имеет графическое ядро Intel UHD Graphics 610. Наличие встроенной графики позволит вам не задействовать дискретный видеоадаптер. Совместимая память – DDR4. Максимально поддерживаемый объем памяти – 64 ГБ. Вы сможете задействовать модули с поддержкой ECC. Процессор упакован в коробку, имеющую традиционный для Intel дизайн. Помимо кулера, в комплект входит документация.","Not found","296"
"Процессор AMD Athlon 3000G BOX [AM4, 2 x 3.5 ГГц, L2 - 1 МБ, L3 - 4 МБ, 2хDDR4-2667 МГц, AMD Radeon Vega 3, TDP 35 Вт, кулер]","5 399 ₽","Товара нет в наличии","Процессор AMD Athlon 3000G BOX представляет собой производительное решение начального уровня для домашних и офисных систем. Данная модель основана на архитектуре Raven Ridge и выполнена по техпроцессу 14 нм. Для установки на материнские платы используется сокет AM4.  Процессор AMD Athlon 3000G BOX использует в работе 2 ядра и 4 виртуальных потока. Базовая частота составляет 3500 МГц, также данная модель имеет свободный множитель, что позволяет увеличить частоты для достижения максимальной производительности. В роли графической подсистемы используется интегрированная графика Radeon Vega 3, которая обеспечит комфортную работу в приложениях и игровой процесс в различных играх. Поддерживаемый объем оперативной памяти типа DDR4 может достигать 64 ГБ. Подключение к материнской плате производится при помощи интерфейса PCI-E 3.0.  Процессор AMD Athlon 3000G BOX имеет тепловыделение 35 Вт. При этом максимальная рабочая температура может достигать 95°C. Для охлаждения в комплекте поставки предусмотрен воздушный вентилятор.","Not found","73"
"Процессор AMD PRO A12-9800 OEM [AM4, 4 x 3.8 ГГц, L2 - 2 МБ, 2хDDR4-2400 МГц, AMD Radeon R7, TDP 65 Вт]","4 499 ₽","Товара нет в наличии","Процессор AMD PRO A12-9800 является одним из самых мощных среди гибридных процессоров AMD. Он отлично справляется с обработкой мультимедийного контента, гарантируя самые лучшие впечатления от работы вашего компьютера. Превосходная энергоэффективность, комфорт в онлайн-играх и потоковое воспроизведение в формате HD - это далеко не полный список преимуществ данного процессора. За это отвечают 4 вычислительных ядра, способные разгоняться до 4.2 Ггц и имеющие сниженное тепловыделение, а также интегрированная графическая система R7 с частотой 1108 Мгц, опережающая многие аналогичные видеосистемы по возможностям. Ключевая особенность процессора - отличная работа в многозадачном режиме, в том числе благодаря технологии AMD App Acceleration.","96,31%","29"
"Процессор Intel Celeron G4930 OEM [LGA 1151-v2, 2 x 3.2 ГГц, L2 - 0.5 МБ, L3 - 2 МБ, 2хDDR4-2400 МГц, Intel UHD Graphics 610, TDP 54 Вт]","3 299 ₽","Товара нет в наличии","Принадлежащий к 8-му поколению 2-ядерный процессор Intel Celeron G4930 OEM подходит для работы в составе системных блоков начального уровня. Для установки устройства используется широчайшим образом распространенный сокет LGA 1151-v2. Частота процессора равна 3200 МГц.  Процессор Intel Celeron G4930 OEM имеет встроенное графическое ядро Intel UHD Graphics 610, возможности которого более чем достаточны для решения задач, стоящих перед ПК офисного класса. Максимальная частота видеоядра – 1050 МГц. Совместимая с устройством память – DDR4. Максимальный объем памяти равен 64 ГБ.  В комплектацию процессора не входит кулер. Вам потребуется устройство воздушного охлаждения, обеспечивающее рассеивание мощности от 54 Вт. Наибольшая рабочая температура процессора – 100 °C.","99,33%","53"
"Процессор AMD FX-4320 OEM [AM3+, 4 x 4 ГГц, L2 - 4 МБ, L3 - 4 МБ, 2хDDR3-1866 МГц, TDP 95 Вт]","1 299 ₽","Товара нет в наличии","Процессор AMD FX-4320 монтируется в сокет AM3+ и может похвастать высокими техническим характеристиками. Они стали возможны благодаря микроархитектуре Piledriver, 4 ядрам типа Vishera, а также трехуровневой памяти объемом 4 МБ. Это ускоряет работу, выполняемую обычно на тактовой частоте 4000 МГц, но Turbo Core 2.0 – специально разработанная для оптимизации технология – может повысить это значение на 200 МГц, если Вы загрузили процессор работой.  AMD FX-4320 и оперативная память персонального компьютера обмениваются данными с помощью отдельного контроллера. На ПК должны быть установлены модули DDR3 с пропускной способностью 29.9 ГБ/с. Связь с прочими компонентами и элементами осуществляется через шину HyperTransport. Технология виртуализации позволит Вам установить на компьютер несколько операционных систем.","Not found","31"
"Процессор AMD Athlon 200GE BOX [AM4, 2 x 3.2 ГГц, L2 - 1 МБ, L3 - 4 МБ, 2хDDR4-2667 МГц, AMD Radeon Vega 3, TDP 35 Вт, кулер]","3 899 ₽","Товара нет в наличии","Двухядерный процессор AMD Athlon 200GE BOX подходит для комплектации компьютеров, предлагающих пользователям базовый уровень производительности. Модель будет уверенно себя чувствовать в составе компьютера, используемого при работе с типовыми программами в офисе или дома. Для установки процессора используется сокет AM4. Базовая частота устройства – 3200 МГц.  Процессор AMD Athlon 200GE BOX совместим с памятью DDR4, объем которой может достигать 128 ГБ. В наличии графическое ядро Radeon Vega 3, функционирующее с использованием частоты 1000 МГц. Процессор поддерживает набор команд AMD64. Тепловыделение модели – лишь 35 Вт.  Процессор поставляется в коробочной комплектации. Вам не придется заниматься поисками кулера: он входит в комплект. Незначительная высота кулера дает возможность использовать компактный корпус. На коробке, в которую упакован процессор, размещено название графического ядра.","Not found","234"
"Процессор AMD Ryzen 5 2600 OEM [AM4, 6 x 3.4 ГГц, L2 - 3 МБ, L3 - 16 МБ, 2хDDR4-2933 МГц, TDP 65 Вт]","7 499 ₽","Товара нет в наличии","Процессор AMD Ryzen 5 2600 OEM обладает лучшей в своем классе производительностью, которая удовлетворит потребности геймеров и разработчиков. Он наделен шестью ядрами, обрабатывающими запросы с частотой 3400 МГц в базовом и 3900 МГц в турборежиме. Максимально возможное число потоков – 12. Кэш третьего уровня равен 16 МБ.  AMD Ryzen 5 2600 OEM рассчитан на работу с памятью стандарта DDR4, а максимальная частота памяти – 2933 МГц. Благодаря прогрессивной технологии энергосбережения Pure Power разработчикам удалось снизить тепловыделение до 65 Вт.","99,39%","3k"
"Процессор AMD Ryzen 5 PRO 2400G OEM [AM4, 4 x 3.6 ГГц, L2 - 2 МБ, L3 - 4 МБ, 2хDDR4-2933 МГц, AMD Radeon Vega 11, TDP 65 Вт]","17 799 ₽","Товара нет в наличии","Четырехядерный процессор AMD Ryzen 5 PRO 2400G является отличным вариантом для комплектации мощного игрового компьютера. Модель, изготовленная с использованием 14-нанометрового техпроцесса, характеризуется базовой частотой 3600 МГц.","Not found","78"
"Процессор AMD Ryzen 5 PRO 4650GE OEM [AM4, 6 x 3.3 ГГц, L2 - 3 МБ, L3 - 8 МБ, 2хDDR4-3200 МГц, AMD Radeon Vega 7, TDP 35 Вт]","12 999 ₽","Товара нет в наличии","Процессор AMD Ryzen 5 PRO 4650GE позиционируется производителем как ЦПУ для сборки средней мощности, допускающей применение в качестве домашнего или офисного ПК. Это устройство с сокетом AM4 демонстрирует совместимость с памятью DDR4, поддерживающей работу с тактовой частотой 3300-4200 МГц. Наибольший поддерживаемый объем оперативной памяти составляет 128 ГБ. В процессоре предусмотрено интегрированное видеоядро Radeon Vega с тактовой частотой до 1900 МГц.","Not found"," нет отзывов"
"Процессор AMD Ryzen 9 3900X OEM [AM4, 12 x 3.8 ГГц, L2 - 6 МБ, L3 - 64 МБ, 2хDDR4-3200 МГц, TDP 105 Вт]","21 199 ₽","Товара нет в наличии","Процессор AMD Ryzen 9 3900X OEM благодаря своей производительности станет отличным выбором для игровых систем и рабочих станций. Модель выполнена на основе архитектуры Matisse и использует техпроцесс 7 нм, что соответствует размеру транзисторов и позволяет использовать больше их число на кристалле для достижения наилучшей производительности. Установка на материнскую плату производится при помощи сокета AM4.  Процессор AMD Ryzen 9 3900X OEM использует 12 ядер и 24 потока, что вкупе с большим объемом кэша разного уровня и диапазоном рабочих частот от 3800 до 4600 МГц, а также возможности увеличения этих значений за счет свободного множителя, обеспечивает высокую производительность при решении даже самых сложных вычислительных задач. Помимо этого модель поддерживает до 128 ГБ оперативной памяти типа DDR4 с частотой до 3200 МГц. Встроенный контроллер PCI-E соответствует версии 4.0, что позволяет использовать другие высокопроизводительные компоненты.  Процессор AMD Ryzen 9 3900X OEM имеет тепловыделение 105 Вт. Максимальная температура при пиковой производительности может достигать 95°C. Модуль охлаждения в комплект поставки не входит. Процессор поддерживает широкий ряд воздушных и водяных систем для отвода тепла.","98,51%","392"
